Year,Units,Series,Geschlecht,Bundesland,GeoCode,Value
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,33.5
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,40.0
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,40.6
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.2
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.2
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.9
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.2
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.7
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.9
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.3
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.6
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.1
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.7
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.3
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.8
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.8
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.7
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.6
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.7
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.7
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.1
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.2
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.7
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.8
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.0
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.7
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,31.8
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,39.2
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,39.8
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.2
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.8
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.1
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.3
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.3
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.0
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.4
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.5
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.8
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.7
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.3
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.0
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.5
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,62.5
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.9
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,35.6
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.5
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.6
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.3
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.8
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.0
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.3
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.1
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,29.1
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,29.3
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,34.1
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,39.6
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.5
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.4
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.9
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.1
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.2
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.4
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.2
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.1
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.4
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.3
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.3
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.8
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.6
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.5
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.1
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.4
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.1
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.9
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.6
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.5
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.5
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.5
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.9
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.7
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,62.3
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,36.7
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,36.2
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.0
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.4
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.5
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.5
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.0
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.2
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.2
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.3
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.5
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.4
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.8
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.8
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,62.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,64.2
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.4
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.4
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,67.2
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,69.1
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.1
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.4
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.9
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.3
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.9
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.2
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.4
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.8
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,29.8
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,33.3
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.1
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.1
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.1
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.2
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.9
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.3
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.9
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.2
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.0
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.4
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.8
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.9
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.9
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.8
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.5
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.6
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.9
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
