Year,Value,Units,Series,GeoCode
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,35.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,37.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,41.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,47.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,48.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,51.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,49.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,53.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,54.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,57.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,29.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,29.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,34.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,39.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,45.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,49.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,46.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,49.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,49.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,55.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,42.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,46.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,49.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,55.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,52.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,54.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,51.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,56.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,59.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,60.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,44.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,46.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,48.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,52.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,56.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,56.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,55.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,57.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,59.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,62.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,36.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,36.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,41.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,44.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,50.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,49.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,50.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,53.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,53.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,56.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,52.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,56.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,56.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,60.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,62.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,64.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,61.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,63.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,67.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,69.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,38.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,42.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,44.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,48.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,51.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,49.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,53.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,55.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,59.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,60.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,29.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,33.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,38.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,43.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,49.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,47.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,49.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,51.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,57.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,59.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,46.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,51.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,51.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,53.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,54.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,52.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,56.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,59.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,61.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,61.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
